"Date","Source","Site ID","POC","Daily Max 1-hour NO2 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"10/23/2021","AQS","360810125","1","16.3","ppb","15","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/24/2021","AQS","360810125","1","21.7","ppb","20","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/25/2021","AQS","360810125","1","24.1","ppb","23","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/26/2021","AQS","360810125","1","21.1","ppb","20","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/27/2021","AQS","360810125","1","11.4","ppb","10","Queens College Near Road","18","75.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/28/2021","AQS","360810125","1","23.3","ppb","22","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/29/2021","AQS","360810125","1","26","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"10/30/2021","AQS","360810125","1","20.2","ppb","19","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/01/2021","AQS","360810125","1","25.5","ppb","24","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/02/2021","AQS","360810125","1","33","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/03/2021","AQS","360810125","1","27.6","ppb","25","Queens College Near Road","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/04/2021","AQS","360810125","1","33.1","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/05/2021","AQS","360810125","1","36","ppb","34","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/06/2021","AQS","360810125","1","32.4","ppb","30","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/07/2021","AQS","360810125","1","35.9","ppb","33","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/08/2021","AQS","360810125","1","38.1","ppb","36","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/09/2021","AQS","360810125","1","47.1","ppb","44","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/10/2021","AQS","360810125","1","44.3","ppb","42","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/11/2021","AQS","360810125","1","34.3","ppb","32","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/12/2021","AQS","360810125","1","33.6","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/13/2021","AQS","360810125","1","29.3","ppb","27","Queens College Near Road","19","79.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/14/2021","AQS","360810125","1","17.4","ppb","16","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/15/2021","AQS","360810125","1","25","ppb","24","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/16/2021","AQS","360810125","1","31.1","ppb","29","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/17/2021","AQS","360810125","1","39.9","ppb","37","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/18/2021","AQS","360810125","1","32.7","ppb","30","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/19/2021","AQS","360810125","1","17.7","ppb","16","Queens College Near Road","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/20/2021","AQS","360810125","1","33.2","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/21/2021","AQS","360810125","1","26.4","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/22/2021","AQS","360810125","1","26.6","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/23/2021","AQS","360810125","1","25.6","ppb","24","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/24/2021","AQS","360810125","1","33","ppb","31","Queens College Near Road","18","75.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/25/2021","AQS","360810125","1","35.3","ppb","33","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/26/2021","AQS","360810125","1","31.6","ppb","29","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/27/2021","AQS","360810125","1","16.1","ppb","15","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/28/2021","AQS","360810125","1","30.2","ppb","28","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/29/2021","AQS","360810125","1","22.9","ppb","21","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"11/30/2021","AQS","360810125","1","38.5","ppb","36","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/01/2021","AQS","360810125","1","38.4","ppb","36","Queens College Near Road","18","75.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/02/2021","AQS","360810125","1","30.2","ppb","28","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/03/2021","AQS","360810125","1","21.9","ppb","20","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/04/2021","AQS","360810125","1","34.4","ppb","32","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/05/2021","AQS","360810125","1","33","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/06/2021","AQS","360810125","1","33.5","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/07/2021","AQS","360810125","1","24.5","ppb","23","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/08/2021","AQS","360810125","1","32.6","ppb","30","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/09/2021","AQS","360810125","1","33.2","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/10/2021","AQS","360810125","1","38.5","ppb","36","Queens College Near Road","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/11/2021","AQS","360810125","1","34.2","ppb","32","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/12/2021","AQS","360810125","1","15.6","ppb","14","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/13/2021","AQS","360810125","1","28","ppb","26","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/14/2021","AQS","360810125","1","37.8","ppb","35","Queens College Near Road","21","88.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/15/2021","AQS","360810125","1","36.7","ppb","34","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/16/2021","AQS","360810125","1","26.7","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/17/2021","AQS","360810125","1","31","ppb","29","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/18/2021","AQS","360810125","1","22.6","ppb","21","Queens College Near Road","20","83.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/19/2021","AQS","360810125","1","18.7","ppb","17","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/20/2021","AQS","360810125","1","33.1","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/21/2021","AQS","360810125","1","33.5","ppb","31","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/22/2021","AQS","360810125","1","30.1","ppb","28","Queens College Near Road","22","92.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/23/2021","AQS","360810125","1","28.2","ppb","26","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/24/2021","AQS","360810125","1","25.8","ppb","24","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/25/2021","AQS","360810125","1","26.5","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/26/2021","AQS","360810125","1","14.6","ppb","13","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/27/2021","AQS","360810125","1","26","ppb","25","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/28/2021","AQS","360810125","1","29.5","ppb","27","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
"12/30/2021","AQS","360810125","1","24.8","ppb","23","Queens College Near Road","24","100.0000","42602","Nitrogen dioxide (NO2)","35620","New York-Newark-Jersey City, NY-NJ-PA","36","New York","081","Queens","40.739264","-73.817694"
